cause_event_type,effect_event_type,count
Convincing,Sending,3
Preventing_or_letting,Hostile_encounter,3
Know,Escaping,3
Preventing_or_letting,Arranging,3
Self_motion,Action,3
Hold,Coming_to_be,3
Bringing,Supporting,3
Criminal_investigation,Reveal_secret,3
Criminal_investigation,Expressing_publicly,3
Know,Earnings_and_losses,3
Removing,Arranging,3
Removing,Defending,3
Know,Defending,3
Departing,Deciding,3
Cause_change_of_position_on_a_scale,Emptying,3
Response,Death,3
Preventing_or_letting,Cause_change_of_position_on_a_scale,3
Building,Preventing_or_letting,3
Creating,Emptying,3
Testing,Killing,3
Arriving,Communication,3
Arriving,Change_sentiment,3
Influence,Process_end,3
Bringing,Process_end,3
Arrest,Use_firearm,3
Deciding,Preventing_or_letting,3
Conquering,Commerce_pay,3
Change,Coming_to_believe,3
Check,Process_end,3
Coming_to_be,Scrutiny,3
Commitment,Legal_rulings,3
Becoming,Death,3
Change_event_time,Action,3
Change_event_time,Change_event_time,3
Deciding,Recovering,3
Judgment_communication,Agree_or_refuse_to_act,3
Military_operation,Military_operation,3
Agree_or_refuse_to_act,Commerce_pay,3
Getting,Sending,3
Presence,Action,3
Presence,Telling,3
Sign_agreement,Attack,3
Assistance,Self_motion,3
Resolve_problem,Self_motion,3
Recovering,Self_motion,3
Influence,Recording,3
Motion,Check,3
Sending,Legal_rulings,3
Becoming_a_member,Getting,3
Influence,Bringing,3
Becoming_a_member,Choosing,3
Request,Writing,3
Becoming_a_member,Destroying,3
Sending,Death,3
Sending,Change,3
Use_firearm,Change,3
Cause_to_amalgamate,Destroying,3
Statement,Giving,3
Connect,Reporting,3
Destroying,Motion_directional,3
Preventing_or_letting,Use_firearm,3
Communication,Getting,3
Conquering,Forming_relationships,3
Agree_or_refuse_to_act,Arriving,3
Kidnapping,Convincing,3
Convincing,Motion,3
Coming_to_believe,Legal_rulings,3
Kidnapping,Destroying,3
Kidnapping,Prison,3
Kidnapping,Reveal_secret,3
Killing,Hostile_encounter,3
Presence,Scrutiny,3
Kidnapping,Criminal_investigation,3
Kidnapping,Statement,3
Arrest,Giving,3
Kidnapping,Attack,3
Arrest,Request,3
Committing_crime,Giving,3
Presence,Convincing,3
Removing,Arrest,3
Motion,Connect,3
Hold,Placing,3
Hold,Award,3
Agree_or_refuse_to_act,Judgment_communication,3
Rescuing,Assistance,3
Becoming_a_member,Arriving,3
Change_of_leadership,Request,3
Presence,Control,3
Escaping,Bringing,3
Being_in_operation,Placing,3
Process_start,Ingestion,3
Choosing,Social_event,3
Choosing,Receiving,3
Getting,Becoming_a_member,3
Influence,Check,3
Process_end,Catastrophe,3
Response,Escaping,3
Coming_to_be,Scouring,3
Killing,Expansion,3
Killing,Employment,3
Defending,Agree_or_refuse_to_act,3
Hostile_encounter,Telling,3
Hold,Resolve_problem,3
Removing,Giving,3
Judgment_communication,Sending,3
GiveUp,Self_motion,3
Earnings_and_losses,Coming_to_be,3
Violence,Expressing_publicly,3
Military_operation,Arranging,3
Arriving,Becoming_a_member,3
Motion,Hiding_objects,3
Control,Removing,3
Competition,Expansion,3
Killing,Recording,3
Creating,Motion_directional,3
Change_of_leadership,Kidnapping,3
Coming_to_be,Response,3
Cause_to_amalgamate,Cause_change_of_position_on_a_scale,3
Sign_agreement,Becoming,3
Defending,Self_motion,3
Arranging,Catastrophe,3
Communication,Arriving,3
Defending,Commitment,3
Expend_resource,Destroying,3
Motion_directional,Choosing,3
Criminal_investigation,Check,3
Motion_directional,Reporting,3
Motion_directional,Rescuing,3
Expressing_publicly,Killing,3
Testing,Perception_active,3
Influence,Process_start,3
Choosing,Influence,3
Incident,Recovering,3
Incident,Process_end,3
Incident,Deciding,3
Incident,Bringing,3
Death,Cause_to_amalgamate,3
Dispersal,Catastrophe,3
Recording,Process_end,3
Know,Bringing,3
Escaping,Getting,3
Escaping,Come_together,3
Change,Bringing,3
Employment,Conquering,3
Rite,Placing,3
Earnings_and_losses,Know,3
Creating,Publishing,3
Request,Come_together,3
Judgment_communication,Scrutiny,3
Forming_relationships,Self_motion,3
Destroying,Getting,3
Know,Deciding,3
Motion,Having_or_lacking_access,3
Confronting_problem,Surrendering,3
Killing,Self_motion,3
Sign_agreement,Cause_to_amalgamate,3
Choosing,Agree_or_refuse_to_act,3
Agree_or_refuse_to_act,Building,3
Catastrophe,Legality,3
Cause_change_of_position_on_a_scale,Influence,3
Achieve,Cause_change_of_strength,3
Influence,Publishing,3
Control,Becoming,3
Placing,Escaping,3
Hold,Influence,3
Influence,Action,3
Departing,Departing,3
Becoming,Hindering,3
Departing,Receiving,3
Influence,Becoming,3
Placing,Arrest,3
Arrest,Prison,3
Come_together,Communication,3
Quarreling,Sending,3
Quarreling,Agree_or_refuse_to_act,3
Agree_or_refuse_to_act,Statement,3
Giving,Scrutiny,3
Process_start,Deciding,3
Hold,Defending,3
Communication,Communication,3
Motion_directional,Preventing_or_letting,3
Presence,Change_sentiment,3
Motion,Giving,3
Limiting,Preventing_or_letting,3
Killing,Change_sentiment,3
Destroying,Coming_to_be,3
Recovering,Death,3
Giving,Judgment_communication,3
Giving,Death,3
Perception_active,Becoming,3
Influence,Assistance,3
Influence,Hold,3
Assistance,Bringing,3
Process_end,Bringing,3
Hold,Connect,3
Self_motion,Expressing_publicly,3
Self_motion,Request,3
Criminal_investigation,Request,3
Use_firearm,Rescuing,3
Cause_change_of_strength,Coming_to_be,3
Recovering,Supply,3
Departing,Becoming_a_member,3
Receiving,Placing,3
Bodily_harm,Request,3
Process_end,Cause_change_of_strength,3
Agree_or_refuse_to_act,Change_of_leadership,3
Removing,Change_of_leadership,3
Departing,Motion_directional,3
Becoming,Deciding,3
Process_end,Reporting,3
Expressing_publicly,Creating,3
Expressing_publicly,Commerce_sell,3
Arranging,Manufacturing,3
Preventing_or_letting,Action,3
Preventing_or_letting,Recovering,3
Hindering,Earnings_and_losses,3
Commerce_pay,Attack,3
Bringing,Expressing_publicly,3
Motion,Change_of_leadership,3
Revenge,Attack,3
Revenge,Bodily_harm,3
Filling,Killing,3
Filling,Bodily_harm,3
Creating,Sign_agreement,3
Quarreling,Creating,3
Request,Choosing,3
Departing,Destroying,3
Deciding,Arriving,3
Arriving,Choosing,3
Know,Choosing,3
Attack,Choosing,3
Communication,Choosing,3
Communication,Attack,3
Statement,Destroying,3
Sending,Warning,3
Departing,Creating,3
Cause_to_amalgamate,Creating,3
Terrorism,Coming_to_believe,3
Deciding,Change,3
Process_start,Connect,3
Request,Communication,3
Bodily_harm,Hindering,3
Hold,Expend_resource,3
Action,Check,3
Receiving,Commerce_buy,3
Kidnapping,Process_end,3
Kidnapping,Rescuing,3
Becoming,Request,3
Scrutiny,Check,3
Departing,Preventing_or_letting,3
Publishing,Hold,3
Emptying,Damaging,3
Know,Presence,3
Getting,Choosing,3
Judgment_communication,Releasing,3
Know,Releasing,3
Know,Expressing_publicly,3
Know,Communication,3
Choosing,Destroying,3
Come_together,Come_together,3
Escaping,Sending,3
Releasing,Rewards_and_punishments,3
Releasing,Sending,3
Arriving,Temporary_stay,3
Publishing,Cause_change_of_position_on_a_scale,3
Response,Action,3
Request,Dispersal,3
Expressing_publicly,Self_motion,3
Connect,Attack,3
Creating,Change_of_leadership,3
Statement,Check,3
Protest,Protest,3
Protest,Creating,3
Warning,Attack,3
Supporting,Receiving,3
Supporting,Process_end,3
Process_start,Name_conferral,3
Use_firearm,Response,3
Hostile_encounter,Temporary_stay,3
Submitting_documents,Preventing_or_letting,3
Change,Process_end,3
Process_end,Process_start,3
Change_event_time,Process_end,3
Supporting,Bodily_harm,3
Change,Motion_directional,3
Killing,Justifying,3
Deciding,Control,3
Change_event_time,Motion,3
Statement,Change,3
Hold,Traveling,3
Action,Perception_active,3
Testing,Expressing_publicly,3
Hold,Agree_or_refuse_to_act,3
Hold,Protest,3
Action,Agree_or_refuse_to_act,3
Coming_to_believe,Request,3
Request,Check,3
Giving,Know,3
Agree_or_refuse_to_act,Change_event_time,3
Competition,Damaging,3
Cause_change_of_position_on_a_scale,Change_of_leadership,3
Preventing_or_letting,Process_start,3
Filling,Motion,3
Conquering,Military_operation,3
Defending,Departing,3
Defending,Sending,3
Destroying,Research,3
Destroying,Choosing,3
Motion_directional,Change,3
Kidnapping,Death,3
Communication,Military_operation,3
Hindering,Cause_change_of_position_on_a_scale,3
Request,Expressing_publicly,3
Defending,Presence,3
Earnings_and_losses,Damaging,3
Killing,Conquering,3
Removing,Sending,3
Telling,Rewards_and_punishments,3
Process_start,Rewards_and_punishments,3
Social_event,Labeling,3
Perception_active,Reporting,3
Cause_to_make_progress,Process_start,3
Killing,Coming_to_be,3
Choosing,Use_firearm,3
Choosing,Hindering,3
Placing,Expressing_publicly,3
Judgment_communication,Check,3
Judgment_communication,Use_firearm,3
Choosing,Hiding_objects,3
Judgment_communication,Hiding_objects,3
Getting,Check,3
Judgment_communication,Creating,3
Choosing,Death,3
Request,Receiving,3
Arrest,Coming_to_be,3
Check,Coming_to_believe,3
Presence,Check,3
Statement,Know,3
Motion,Criminal_investigation,3
Carry_goods,Killing,3
Coming_to_be,Education_teaching,3
Creating,Manufacturing,3
Surrounding,Killing,3
Expansion,Cause_change_of_position_on_a_scale,3
Arranging,Agree_or_refuse_to_act,3
Conquering,Legality,3
Military_operation,Cause_change_of_position_on_a_scale,3
Earnings_and_losses,Giving,3
Violence,Escaping,3
Kidnapping,Placing,3
Giving,Getting,3
Bodily_harm,Hostile_encounter,3
Death,Hostile_encounter,3
Change,Departing,3
Hold,Name_conferral,3
Body_movement,Perception_active,3
Creating,Request,3
Resolve_problem,Process_end,3
Cause_change_of_position_on_a_scale,Assistance,3
Cause_change_of_position_on_a_scale,Hindering,3
Preventing_or_letting,Temporary_stay,3
Building,Supply,3
Body_movement,Preventing_or_letting,3
Body_movement,Earnings_and_losses,3
Motion,Body_movement,3
Creating,Achieve,3
Use_firearm,Cause_to_make_progress,3
Motion_directional,Dispersal,3
Removing,Destroying,3
Removing,Bodily_harm,3
Use_firearm,Robbery,3
Communication,Surrendering,3
Supporting,Statement,3
Killing,GiveUp,3
Departing,Recovering,3
Action,Self_motion,3
Action,Becoming,3
Action,Emptying,3
Action,Criminal_investigation,3
Self_motion,Legal_rulings,3
Death,Presence,3
Placing,Creating,3
Submitting_documents,Choosing,3
Cause_to_make_progress,Giving,3
Deciding,Emptying,3
Damaging,Agree_or_refuse_to_act,3
Damaging,Legal_rulings,3
Know,Arranging,3
Arranging,Besieging,3
Presence,Building,3
Presence,Coming_to_be,3
Expressing_publicly,Action,3
Name_conferral,Preventing_or_letting,3
Creating,Filling,3
Giving,Competition,3
Defending,Social_event,3
Defending,Bringing,3
Removing,Bringing,3
Openness,Perception_active,3
Expressing_publicly,Bringing,3
Removing,Expressing_publicly,3
Cause_change_of_position_on_a_scale,Request,3
Arranging,Legal_rulings,3
Escaping,Surrendering,3
Supporting,Request,3
Surrendering,Arrest,3
Scrutiny,Use_firearm,3
Scouring,Destroying,3
Assistance,Assistance,3
Creating,Assistance,3
Recovering,Cause_change_of_strength,3
Agree_or_refuse_to_act,Achieve,3
Earnings_and_losses,Building,3
Deciding,Sending,3
Process_end,Deciding,3
Convincing,Conquering,3
Escaping,Change_of_leadership,3
Escaping,Expressing_publicly,3
Arranging,Request,3
Hold,Besieging,3
Cause_change_of_position_on_a_scale,Agree_or_refuse_to_act,3
Scrutiny,Agree_or_refuse_to_act,3
Expressing_publicly,Social_event,3
Cause_change_of_position_on_a_scale,Cause_to_make_progress,3
Rescuing,Preventing_or_letting,3
Sending,Confronting_problem,3
Rescuing,Telling,3
Surrendering,Removing,3
Sending,Rescuing,3
Rescuing,Create_artwork,3
Process_end,Arrest,3
Process_end,Use_firearm,3
Arriving,Action,3
Creating,Reporting,3
Getting,Change,3
Social_event,Testing,3
Hold,Action,3
Employment,Defending,3
Action,Response,3
Change_of_leadership,Writing,3
Protest,Killing,3
Change_of_leadership,Building,3
Change_of_leadership,Supporting,3
Self_motion,Becoming,3
Besieging,Control,3
Military_operation,Education_teaching,3
Deciding,Agree_or_refuse_to_act,3
Catastrophe,Incident,3
Motion,Expend_resource,3
Destroying,Agree_or_refuse_to_act,3
Deciding,Sign_agreement,3
Request,Cause_to_amalgamate,3
Creating,Cause_to_be_included,3
Cause_change_of_strength,Arranging,3
Becoming,Arrest,3
Come_together,Openness,3
Defending,Escaping,3
Conquering,Change,3
Bringing,Arriving,3
Damaging,Action,3
Earnings_and_losses,Control,3
Assistance,Sending,3
Statement,Coming_to_be,3
Request,Death,3
Placing,Supporting,3
Supporting,Legal_rulings,3
Supporting,Defending,3
Placing,Action,3
Killing,Cause_change_of_strength,3
Forming_relationships,Arranging,3
Assistance,Commerce_buy,3
Judgment_communication,Motion,3
Process_end,Expressing_publicly,3
Expressing_publicly,Surrendering,3
Surrendering,Earnings_and_losses,3
Hostile_encounter,Reforming_a_system,3
Cause_change_of_position_on_a_scale,Surrendering,3
Change,Change_of_leadership,3
Building,Hostile_encounter,3
Sending,Receiving,3
Judgment_communication,Giving,3
Openness,Hindering,3
Hostile_encounter,Exchange,3
Action,Expressing_publicly,3
Social_event,Motion_directional,3
Self_motion,Emptying,3
Research,Know,3
Process_start,Robbery,3
Expressing_publicly,Come_together,3
Death,Preventing_or_letting,3
Killing,Arriving,3
Revenge,Killing,3
Destroying,Defending,3
Come_together,Cause_change_of_strength,3
Come_together,Arranging,3
Come_together,Cause_to_make_progress,3
Come_together,Coming_to_be,3
Placing,Control,3
Defending,Recording,3
Defending,Control,3
Motion_directional,Removing,3
Self_motion,Removing,3
Check,Social_event,3
Check,Judgment_communication,3
Check,Statement,3
Departing,Cause_change_of_position_on_a_scale,3
Judgment_communication,Committing_crime,3
Forming_relationships,Catastrophe,3
Control,Departing,3
Violence,Giving,3
Escaping,Robbery,3
Hostile_encounter,Commerce_buy,3
Departing,Robbery,3
Sending,Action,3
Giving,Attack,3
Process_end,GetReady,3
Deciding,Getting,3
Cause_change_of_position_on_a_scale,Coming_to_believe,3
Giving,Cause_change_of_position_on_a_scale,3
Conquering,Catastrophe,3
Escaping,Earnings_and_losses,3
Cause_to_be_included,Attack,3
Come_together,Presence,3
Assistance,Expressing_publicly,3
Bodily_harm,Confronting_problem,3
Hostile_encounter,Kidnapping,3
Motion,Competition,3
Motion,Emptying,3
Deciding,Social_event,3
Deciding,Hold,3
Action,Damaging,3
Process_end,Bodily_harm,3
Motion,Receiving,3
Bringing,Departing,3
Placing,Hold,3
Statement,Creating,3
Know,Cause_change_of_strength,3
Motion,Change_event_time,3
Coming_to_be,Reforming_a_system,3
Hostile_encounter,Cause_to_amalgamate,3
Expansion,Process_end,3
Building,Expansion,3
Commerce_sell,Commerce_sell,3
Coming_to_be,Social_event,3
Attack,Manufacturing,3
Achieve,Change,3
Cause_change_of_position_on_a_scale,Reporting,3
Cause_change_of_position_on_a_scale,Achieve,3
Bodily_harm,Preventing_or_letting,3
Assistance,Preventing_or_letting,3
Besieging,Sending,3
Social_event,Arranging,3
Arranging,Supporting,3
Arriving,Supporting,3
Sending,Assistance,3
Change,Confronting_problem,3
Being_in_operation,Death,3
Becoming,Earnings_and_losses,3
Being_in_operation,Criminal_investigation,3
Arranging,Scrutiny,3
Supporting,Escaping,3
Warning,Rescuing,3
Arranging,Surrendering,3
Expend_resource,Surrendering,3
Presence,Change_of_leadership,3
Know,Scrutiny,3
Change,Escaping,3
Death,Traveling,3
Traveling,Attack,3
Expressing_publicly,Escaping,3
Presence,Filling,3
Manufacturing,Earnings_and_losses,3
Response,Hold,3
Assistance,Process_start,3
Process_end,Building,3
Dispersal,Judgment_communication,3
Achieve,Conquering,3
Assistance,Expansion,3
Know,Cause_change_of_position_on_a_scale,3
Use_firearm,Request,3
Know,Preventing_or_letting,3
Cause_change_of_position_on_a_scale,Competition,3
Dispersal,Change_of_leadership,3
Communication,Response,3
Placing,Presence,3
Hold,Cause_to_make_progress,3
Becoming,Hostile_encounter,3
Becoming,Communication,3
Becoming,Self_motion,3
Giving,Conquering,3
Criminal_investigation,Receiving,3
Process_start,Emptying,3
Hostile_encounter,Hold,3
Creating,Earnings_and_losses,3
Arrest,Recording,3
Exchange,Arrest,3
Arriving,Emptying,3
Departing,Rescuing,3
Arriving,Rescuing,3
Process_start,Forming_relationships,3
Getting,Cause_to_make_progress,3
Use_firearm,Commerce_pay,3
Use_firearm,Creating,3
Use_firearm,Achieve,3
Judgment_communication,Escaping,3
Cause_change_of_position_on_a_scale,Research,3
Bodily_harm,Earnings_and_losses,3
Getting,Self_motion,3
Damaging,Hostile_encounter,3
Death,Violence,3
Receiving,Influence,3
Control,Hold,3
Placing,Arriving,3
Control,Presence,3
Statement,Quarreling,3
Besieging,Motion,3
Sending,Besieging,3
Cause_change_of_strength,Bodily_harm,3
Sending,Bodily_harm,3
Influence,Motion,3
Attack,Connect,3
Change_of_leadership,Earnings_and_losses,3
Becoming,Name_conferral,3
Defending,Hostile_encounter,3
Getting,Cause_to_amalgamate,3
Getting,Exchange,3
Escaping,Recovering,3
Removing,Surrendering,3
Assistance,Request,3
Request,Exchange,3
Becoming,Agree_or_refuse_to_act,3
Being_in_operation,Publishing,3
Giving,Supply,3
Traveling,Convincing,3
Education_teaching,Killing,3
Motion_directional,Giving,3
Traveling,Giving,3
Military_operation,Besieging,3
Conquering,Coming_to_be,3
Placing,Assistance,3
Placing,Bringing,3
Know,Placing,3
Bodily_harm,Self_motion,3
Recovering,Change,3
Receiving,Defending,3
Becoming,Defending,3
Choosing,Defending,3
Death,Getting,3
Statement,Hold,3
Request,Influence,3
Statement,Communication,3
Giving,Receiving,3
Escaping,Dispersal,3
Response,Preserving,3
Supply,Arrest,3
Employment,Response,3
Response,Communication,3
Supporting,Supply,3
Military_operation,Rescuing,3
Defending,Action,3
Earnings_and_losses,Removing,3
Patrolling,Getting,3
Change,Arriving,3
Expressing_publicly,Arriving,3
Social_event,Connect,3
Being_in_operation,Reporting,3
Expansion,Process_start,3
Arriving,Besieging,3
Bringing,Hindering,3
Damaging,Coming_to_be,3
Placing,Sending,3
Preventing_or_letting,Bodily_harm,3
Placing,Supply,3
Removing,Change,3
Communication,Deciding,3
Reporting,Request,3
Come_together,Killing,3
Come_together,Process_start,3
Defending,Besieging,3
Cause_to_make_progress,Recovering,3
Revenge,Hostile_encounter,3
Statement,Escaping,3
Departing,Damaging,3
Bringing,Coming_to_be,3
Bringing,Bodily_harm,3
Bringing,Reporting,3
Self_motion,Competition,3
Motion,Becoming_a_member,3
Expansion,Statement,3
Defending,Choosing,3
Self_motion,Scrutiny,3
Coming_to_be,Becoming_a_member,3
Request,Becoming_a_member,3
