cause_event_type,effect_event_type,count,pct_all_causal_relations,pct_of_cause_type
Competition,Wearing,4,0.0075,0.2686
Death,Coming_to_be,4,0.0075,0.8511
Violence,Military_operation,4,0.0075,0.9195
Defending,Creating,4,0.0075,1.2384
Self_motion,Becoming_a_member,4,0.0075,0.5312
Action,Sending,4,0.0075,1.0782
Cause_change_of_strength,Conquering,4,0.0075,1.0127
Arriving,Filling,4,0.0075,0.5312
Process_start,Besieging,4,0.0075,0.3065
Connect,Damaging,4,0.0075,4.8780
Hostile_encounter,Releasing,4,0.0075,0.1278
Violence,Communication,4,0.0075,0.9195
Use_firearm,Violence,4,0.0075,0.5263
Receiving,Use_firearm,4,0.0075,4.2553
Criminal_investigation,Confronting_problem,4,0.0075,3.3613
Damaging,Arriving,4,0.0075,1.6064
Sending,Response,4,0.0075,1.4981
Presence,Deciding,4,0.0075,0.7055
Presence,Resolve_problem,4,0.0075,0.7055
Presence,Commerce_sell,4,0.0075,0.7055
Supply,Giving,4,0.0075,3.5714
Terrorism,Motion,4,0.0075,0.7018
Motion,Agree_or_refuse_to_act,4,0.0075,0.3084
Scrutiny,Statement,4,0.0075,4.5455
Sign_agreement,Arriving,4,0.0075,2.4540
Military_operation,Commerce_pay,4,0.0075,0.4469
Sign_agreement,Check,4,0.0075,2.4540
Sign_agreement,Surrendering,4,0.0075,2.4540
Sign_agreement,Recovering,4,0.0075,2.4540
Military_operation,Check,4,0.0075,0.4469
Getting,Surrendering,4,0.0075,1.1834
Change_event_time,Escaping,4,0.0075,5.6338
Military_operation,Exchange,4,0.0075,0.4469
Conquering,Check,4,0.0075,0.5215
Cause_to_make_progress,Arriving,4,0.0075,1.8868
Cause_to_make_progress,Creating,4,0.0075,1.8868
Education_teaching,Convincing,4,0.0075,5.9701
Killing,Convincing,4,0.0075,0.4103
Damaging,Surrendering,4,0.0075,1.6064
Arranging,Military_operation,4,0.0075,0.5242
Creating,Agree_or_refuse_to_act,4,0.0075,0.6861
Change,Presence,4,0.0075,1.7021
Change,Request,4,0.0075,1.7021
Removing,Creating,4,0.0075,2.0942
Cause_change_of_position_on_a_scale,Response,4,0.0075,1.0283
Supply,Response,4,0.0075,3.5714
Military_operation,Motion_directional,4,0.0075,0.4469
Bodily_harm,Recovering,4,0.0075,1.2500
Catastrophe,Commerce_pay,4,0.0075,0.0361
Conquering,Creating,4,0.0075,0.5215
Coming_to_be,Defending,4,0.0075,0.1120
Preventing_or_letting,Sending,4,0.0075,1.5564
Damaging,Coming_to_believe,4,0.0075,1.6064
Cause_to_make_progress,Hostile_encounter,4,0.0075,1.8868
Motion,Achieve,4,0.0075,0.3084
Removing,Killing,4,0.0075,2.0942
Sending,Defending,4,0.0075,1.4981
Connect,Preventing_or_letting,4,0.0075,4.8780
Defending,Hindering,4,0.0075,1.2384
Perception_active,Recovering,4,0.0075,4.4944
Killing,Reveal_secret,4,0.0075,0.4103
Killing,Hiding_objects,4,0.0075,0.4103
Competition,Manufacturing,4,0.0075,0.2686
Arriving,Expend_resource,4,0.0075,0.5312
Process_end,Presence,4,0.0075,1.3889
Traveling,Creating,4,0.0075,0.3735
Creating,Departing,4,0.0075,0.6861
Social_event,Departing,4,0.0075,0.3132
Motion,Cause_to_make_progress,4,0.0075,0.3084
Presence,Sending,4,0.0075,0.7055
Hindering,Bodily_harm,4,0.0075,5.0000
Terrorism,Placing,4,0.0075,0.7018
Terrorism,Expressing_publicly,4,0.0075,0.7018
Terrorism,Giving,4,0.0075,0.7018
Killing,Patrolling,4,0.0075,0.4103
Social_event,Come_together,4,0.0075,0.3132
Forming_relationships,Arriving,4,0.0075,8.5106
Education_teaching,Earnings_and_losses,4,0.0075,5.9701
Competition,Temporary_stay,4,0.0075,0.2686
Dispersal,Destroying,4,0.0075,4.2105
Sign_agreement,Change,4,0.0075,2.4540
Bodily_harm,Expressing_publicly,4,0.0075,1.2500
Research,Social_event,4,0.0075,13.7931
Use_firearm,Influence,4,0.0075,0.5263
Sending,Scrutiny,4,0.0075,1.4981
Publishing,Attack,4,0.0075,3.5088
Becoming,Dispersal,4,0.0075,1.7621
Creating,Placing,4,0.0075,0.6861
Expressing_publicly,Hold,4,0.0075,1.6260
Cause_to_make_progress,Cause_to_make_progress,4,0.0075,1.8868
Arriving,Bringing,4,0.0075,0.5312
Openness,Bodily_harm,4,0.0075,4.9383
Cause_to_amalgamate,Attack,4,0.0075,3.1008
Destroying,GiveUp,4,0.0075,0.8475
Killing,Hold,4,0.0075,0.4103
Research,Deciding,4,0.0075,13.7931
Statement,Convincing,4,0.0075,2.1164
Placing,Convincing,4,0.0075,1.6064
Process_start,Preserving,4,0.0075,0.3065
Presence,Publishing,4,0.0075,0.7055
Cause_to_make_progress,Influence,4,0.0075,1.8868
Protest,Resolve_problem,4,0.0075,3.3613
Protest,Agree_or_refuse_to_act,4,0.0075,3.3613
Protest,Achieve,4,0.0075,3.3613
Protest,Response,4,0.0075,3.3613
Damaging,Death,4,0.0075,1.6064
Creating,Protest,4,0.0075,0.6861
Expend_resource,Removing,4,0.0075,7.2727
Arranging,Presence,4,0.0075,0.5242
Traveling,Removing,4,0.0075,0.3735
Arriving,Expansion,4,0.0075,0.5312
Quarreling,Arriving,4,0.0075,3.6364
Quarreling,Departing,4,0.0075,3.6364
Confronting_problem,Death,4,0.0075,5.4795
Know,Creating,4,0.0075,1.2945
Becoming,Coming_to_be,4,0.0075,1.7621
Control,Earnings_and_losses,4,0.0075,1.1236
Manufacturing,Receiving,4,0.0075,2.9630
Hold,Achieve,4,0.0075,0.6525
Killing,Telling,4,0.0075,0.4103
Traveling,Influence,4,0.0075,0.3735
Escaping,Hold,4,0.0075,1.1594
Cause_to_make_progress,Achieve,3,0.0056,1.4151
Deciding,Self_motion,3,0.0056,1.5544
Arrest,Preventing_or_letting,3,0.0056,1.4085
Death,Check,3,0.0056,0.6383
Risk,Escaping,3,0.0056,20.0000
Risk,Attack,3,0.0056,20.0000
Motion,Defending,3,0.0056,0.2313
Deciding,Defending,3,0.0056,1.5544
Hindering,Death,3,0.0056,3.7500
Criminal_investigation,Removing,3,0.0056,2.5210
Criminal_investigation,Criminal_investigation,3,0.0056,2.5210
Sending,Supply,3,0.0056,1.1236
Removing,Supply,3,0.0056,1.5707
Reveal_secret,Statement,3,0.0056,9.6774
Process_end,Change_event_time,3,0.0056,1.0417
Motion_directional,Recording,3,0.0056,0.8451
Agree_or_refuse_to_act,Coming_to_be,3,0.0056,1.1494
Bodily_harm,Departing,3,0.0056,0.9375
Process_end,Expansion,3,0.0056,1.0417
Building,Creating,3,0.0056,2.3256
Catastrophe,Labeling,3,0.0056,0.0270
Deciding,Request,3,0.0056,1.5544
Process_end,Judgment_communication,3,0.0056,1.0417
Death,Motion,3,0.0056,0.6383
Dispersal,Cause_change_of_position_on_a_scale,3,0.0056,3.1579
Statement,Expressing_publicly,3,0.0056,1.5873
Arranging,Sending,3,0.0056,0.3932
Control,Supporting,3,0.0056,0.8427
Social_event,Control,3,0.0056,0.2349
Earnings_and_losses,Revenge,3,0.0056,0.9174
Process_start,Legal_rulings,3,0.0056,0.2299
Competition,Quarreling,3,0.0056,0.2015
Process_start,Quarreling,3,0.0056,0.2299
Motion,Quarreling,3,0.0056,0.2313
Quarreling,Legal_rulings,3,0.0056,2.7273
Competition,Control,3,0.0056,0.2015
Conquering,Releasing,3,0.0056,0.3911
Receiving,Motion,3,0.0056,3.1915
Hiding_objects,Hindering,3,0.0056,12.5000
Death,Cause_change_of_strength,3,0.0056,0.6383
Ratification,Process_end,3,0.0056,15.0000
Building,Competition,3,0.0056,2.3256
Coming_to_be,Award,3,0.0056,0.0840
Coming_to_be,Legal_rulings,3,0.0056,0.0840
Assistance,Removing,3,0.0056,1.9608
Bodily_harm,Rescuing,3,0.0056,0.9375
Building,Change,3,0.0056,2.3256
Bringing,Change_of_leadership,3,0.0056,2.2556
Forming_relationships,Manufacturing,3,0.0056,6.3830
Know,Response,3,0.0056,0.9709
Escaping,GiveUp,3,0.0056,0.8696
Bodily_harm,Change_of_leadership,3,0.0056,0.9375
Influence,Traveling,3,0.0056,1.3953
Cause_to_amalgamate,Damaging,3,0.0056,2.3256
Cause_to_amalgamate,Hostile_encounter,3,0.0056,2.3256
Becoming,Escaping,3,0.0056,1.3216
Agree_or_refuse_to_act,Hold,3,0.0056,1.1494
Bringing,Statement,3,0.0056,2.2556
Statement,Attack,3,0.0056,1.5873
Convincing,Sending,3,0.0056,3.1915
Preventing_or_letting,Hostile_encounter,3,0.0056,1.1673
Know,Escaping,3,0.0056,0.9709
Preventing_or_letting,Arranging,3,0.0056,1.1673
Self_motion,Action,3,0.0056,0.3984
Hold,Coming_to_be,3,0.0056,0.4894
Bringing,Supporting,3,0.0056,2.2556
Criminal_investigation,Reveal_secret,3,0.0056,2.5210
Criminal_investigation,Expressing_publicly,3,0.0056,2.5210
Know,Earnings_and_losses,3,0.0056,0.9709
Removing,Arranging,3,0.0056,1.5707
Removing,Defending,3,0.0056,1.5707
Know,Defending,3,0.0056,0.9709
Departing,Deciding,3,0.0056,1.2346
Cause_change_of_position_on_a_scale,Emptying,3,0.0056,0.7712
Response,Death,3,0.0056,1.8987
Preventing_or_letting,Cause_change_of_position_on_a_scale,3,0.0056,1.1673
Building,Preventing_or_letting,3,0.0056,2.3256
Creating,Emptying,3,0.0056,0.5146
Testing,Killing,3,0.0056,1.9737
Arriving,Communication,3,0.0056,0.3984
Arriving,Change_sentiment,3,0.0056,0.3984
Influence,Process_end,3,0.0056,1.3953
Bringing,Process_end,3,0.0056,2.2556
Arrest,Use_firearm,3,0.0056,1.4085
Deciding,Preventing_or_letting,3,0.0056,1.5544
Conquering,Commerce_pay,3,0.0056,0.3911
Change,Coming_to_believe,3,0.0056,1.2766
Check,Process_end,3,0.0056,4.9180
Coming_to_be,Scrutiny,3,0.0056,0.0840
Commitment,Legal_rulings,3,0.0056,6.5217
Becoming,Death,3,0.0056,1.3216
Change_event_time,Action,3,0.0056,4.2254
Change_event_time,Change_event_time,3,0.0056,4.2254
Deciding,Recovering,3,0.0056,1.5544
Judgment_communication,Agree_or_refuse_to_act,3,0.0056,1.2195
Military_operation,Military_operation,3,0.0056,0.3352
Agree_or_refuse_to_act,Commerce_pay,3,0.0056,1.1494
Getting,Sending,3,0.0056,0.8876
Presence,Action,3,0.0056,0.5291
Presence,Telling,3,0.0056,0.5291
Sign_agreement,Attack,3,0.0056,1.8405
Assistance,Self_motion,3,0.0056,1.9608
Resolve_problem,Self_motion,3,0.0056,10.7143
Recovering,Self_motion,3,0.0056,2.9412
Influence,Recording,3,0.0056,1.3953
Motion,Check,3,0.0056,0.2313
Sending,Legal_rulings,3,0.0056,1.1236
Becoming_a_member,Getting,3,0.0056,3.7037
Influence,Bringing,3,0.0056,1.3953
Becoming_a_member,Choosing,3,0.0056,3.7037
Request,Writing,3,0.0056,0.6565
Becoming_a_member,Destroying,3,0.0056,3.7037
Sending,Death,3,0.0056,1.1236
Sending,Change,3,0.0056,1.1236
Use_firearm,Change,3,0.0056,0.3947
Cause_to_amalgamate,Destroying,3,0.0056,2.3256
Statement,Giving,3,0.0056,1.5873
Connect,Reporting,3,0.0056,3.6585
Destroying,Motion_directional,3,0.0056,0.6356
Preventing_or_letting,Use_firearm,3,0.0056,1.1673
Communication,Getting,3,0.0056,1.9108
Conquering,Forming_relationships,3,0.0056,0.3911
Agree_or_refuse_to_act,Arriving,3,0.0056,1.1494
Kidnapping,Convincing,3,0.0056,1.6216
Convincing,Motion,3,0.0056,3.1915
Coming_to_believe,Legal_rulings,3,0.0056,6.1224
Kidnapping,Destroying,3,0.0056,1.6216
Kidnapping,Prison,3,0.0056,1.6216
Kidnapping,Reveal_secret,3,0.0056,1.6216
Killing,Hostile_encounter,3,0.0056,0.3077
Presence,Scrutiny,3,0.0056,0.5291
Kidnapping,Criminal_investigation,3,0.0056,1.6216
Kidnapping,Statement,3,0.0056,1.6216
Arrest,Giving,3,0.0056,1.4085
Kidnapping,Attack,3,0.0056,1.6216
Arrest,Request,3,0.0056,1.4085
Committing_crime,Giving,3,0.0056,1.0909
Presence,Convincing,3,0.0056,0.5291
Removing,Arrest,3,0.0056,1.5707
Motion,Connect,3,0.0056,0.2313
Hold,Placing,3,0.0056,0.4894
Hold,Award,3,0.0056,0.4894
Agree_or_refuse_to_act,Judgment_communication,3,0.0056,1.1494
Rescuing,Assistance,3,0.0056,7.6923
Becoming_a_member,Arriving,3,0.0056,3.7037
Change_of_leadership,Request,3,0.0056,0.5310
Presence,Control,3,0.0056,0.5291
Escaping,Bringing,3,0.0056,0.8696
Being_in_operation,Placing,3,0.0056,2.4000
Process_start,Ingestion,3,0.0056,0.2299
Choosing,Social_event,3,0.0056,1.0417
Choosing,Receiving,3,0.0056,1.0417
Getting,Becoming_a_member,3,0.0056,0.8876
Influence,Check,3,0.0056,1.3953
Process_end,Catastrophe,3,0.0056,1.0417
Response,Escaping,3,0.0056,1.8987
Coming_to_be,Scouring,3,0.0056,0.0840
Killing,Expansion,3,0.0056,0.3077
Killing,Employment,3,0.0056,0.3077
Defending,Agree_or_refuse_to_act,3,0.0056,0.9288
Hostile_encounter,Telling,3,0.0056,0.0959
Hold,Resolve_problem,3,0.0056,0.4894
Removing,Giving,3,0.0056,1.5707
Judgment_communication,Sending,3,0.0056,1.2195
GiveUp,Self_motion,3,0.0056,4.9180
Earnings_and_losses,Coming_to_be,3,0.0056,0.9174
Violence,Expressing_publicly,3,0.0056,0.6897
Military_operation,Arranging,3,0.0056,0.3352
Arriving,Becoming_a_member,3,0.0056,0.3984
Motion,Hiding_objects,3,0.0056,0.2313
Control,Removing,3,0.0056,0.8427
Competition,Expansion,3,0.0056,0.2015
Killing,Recording,3,0.0056,0.3077
Creating,Motion_directional,3,0.0056,0.5146
Change_of_leadership,Kidnapping,3,0.0056,0.5310
Coming_to_be,Response,3,0.0056,0.0840
Cause_to_amalgamate,Cause_change_of_position_on_a_scale,3,0.0056,2.3256
Sign_agreement,Becoming,3,0.0056,1.8405
Defending,Self_motion,3,0.0056,0.9288
Arranging,Catastrophe,3,0.0056,0.3932
Communication,Arriving,3,0.0056,1.9108
Defending,Commitment,3,0.0056,0.9288
Expend_resource,Destroying,3,0.0056,5.4545
Motion_directional,Choosing,3,0.0056,0.8451
Criminal_investigation,Check,3,0.0056,2.5210
Motion_directional,Reporting,3,0.0056,0.8451
Motion_directional,Rescuing,3,0.0056,0.8451
Expressing_publicly,Killing,3,0.0056,1.2195
Testing,Perception_active,3,0.0056,1.9737
Influence,Process_start,3,0.0056,1.3953
Choosing,Influence,3,0.0056,1.0417
Incident,Recovering,3,0.0056,16.6667
Incident,Process_end,3,0.0056,16.6667
Incident,Deciding,3,0.0056,16.6667
Incident,Bringing,3,0.0056,16.6667
Death,Cause_to_amalgamate,3,0.0056,0.6383
Dispersal,Catastrophe,3,0.0056,3.1579
Recording,Process_end,3,0.0056,6.6667
Know,Bringing,3,0.0056,0.9709
Escaping,Getting,3,0.0056,0.8696
Escaping,Come_together,3,0.0056,0.8696
Change,Bringing,3,0.0056,1.2766
Employment,Conquering,3,0.0056,7.1429
Rite,Placing,3,0.0056,16.6667
Earnings_and_losses,Know,3,0.0056,0.9174
Creating,Publishing,3,0.0056,0.5146
Request,Come_together,3,0.0056,0.6565
Judgment_communication,Scrutiny,3,0.0056,1.2195
Forming_relationships,Self_motion,3,0.0056,6.3830
Destroying,Getting,3,0.0056,0.6356
Know,Deciding,3,0.0056,0.9709
Motion,Having_or_lacking_access,3,0.0056,0.2313
Confronting_problem,Surrendering,3,0.0056,4.1096
Killing,Self_motion,3,0.0056,0.3077
Sign_agreement,Cause_to_amalgamate,3,0.0056,1.8405
Choosing,Agree_or_refuse_to_act,3,0.0056,1.0417
Agree_or_refuse_to_act,Building,3,0.0056,1.1494
Catastrophe,Legality,3,0.0056,0.0270
Cause_change_of_position_on_a_scale,Influence,3,0.0056,0.7712
Achieve,Cause_change_of_strength,3,0.0056,6.6667
Influence,Publishing,3,0.0056,1.3953
Control,Becoming,3,0.0056,0.8427
Placing,Escaping,3,0.0056,1.2048
Hold,Influence,3,0.0056,0.4894
Influence,Action,3,0.0056,1.3953
Departing,Departing,3,0.0056,1.2346
Becoming,Hindering,3,0.0056,1.3216
Departing,Receiving,3,0.0056,1.2346
Influence,Becoming,3,0.0056,1.3953
Placing,Arrest,3,0.0056,1.2048
Arrest,Prison,3,0.0056,1.4085
Come_together,Communication,3,0.0056,1.3825
Quarreling,Sending,3,0.0056,2.7273
Quarreling,Agree_or_refuse_to_act,3,0.0056,2.7273
Agree_or_refuse_to_act,Statement,3,0.0056,1.1494
Giving,Scrutiny,3,0.0056,1.7857
Process_start,Deciding,3,0.0056,0.2299
Hold,Defending,3,0.0056,0.4894
Communication,Communication,3,0.0056,1.9108
Motion_directional,Preventing_or_letting,3,0.0056,0.8451
Presence,Change_sentiment,3,0.0056,0.5291
Motion,Giving,3,0.0056,0.2313
Limiting,Preventing_or_letting,3,0.0056,21.4286
Killing,Change_sentiment,3,0.0056,0.3077
Destroying,Coming_to_be,3,0.0056,0.6356
Recovering,Death,3,0.0056,2.9412
Giving,Judgment_communication,3,0.0056,1.7857
Giving,Death,3,0.0056,1.7857
Perception_active,Becoming,3,0.0056,3.3708
Influence,Assistance,3,0.0056,1.3953
Influence,Hold,3,0.0056,1.3953
Assistance,Bringing,3,0.0056,1.9608
Process_end,Bringing,3,0.0056,1.0417
Hold,Connect,3,0.0056,0.4894
Self_motion,Expressing_publicly,3,0.0056,0.3984
Self_motion,Request,3,0.0056,0.3984
Criminal_investigation,Request,3,0.0056,2.5210
Use_firearm,Rescuing,3,0.0056,0.3947
Cause_change_of_strength,Coming_to_be,3,0.0056,0.7595
Recovering,Supply,3,0.0056,2.9412
Departing,Becoming_a_member,3,0.0056,1.2346
Receiving,Placing,3,0.0056,3.1915
Bodily_harm,Request,3,0.0056,0.9375
Process_end,Cause_change_of_strength,3,0.0056,1.0417
Agree_or_refuse_to_act,Change_of_leadership,3,0.0056,1.1494
Removing,Change_of_leadership,3,0.0056,1.5707
Departing,Motion_directional,3,0.0056,1.2346
Becoming,Deciding,3,0.0056,1.3216
Process_end,Reporting,3,0.0056,1.0417
Expressing_publicly,Creating,3,0.0056,1.2195
Expressing_publicly,Commerce_sell,3,0.0056,1.2195
Arranging,Manufacturing,3,0.0056,0.3932
Preventing_or_letting,Action,3,0.0056,1.1673
Preventing_or_letting,Recovering,3,0.0056,1.1673
Hindering,Earnings_and_losses,3,0.0056,3.7500
Commerce_pay,Attack,3,0.0056,10.7143
Bringing,Expressing_publicly,3,0.0056,2.2556
Motion,Change_of_leadership,3,0.0056,0.2313
Revenge,Attack,3,0.0056,16.6667
Revenge,Bodily_harm,3,0.0056,16.6667
Filling,Killing,3,0.0056,6.5217
Filling,Bodily_harm,3,0.0056,6.5217
Creating,Sign_agreement,3,0.0056,0.5146
Quarreling,Creating,3,0.0056,2.7273
Request,Choosing,3,0.0056,0.6565
Departing,Destroying,3,0.0056,1.2346
Deciding,Arriving,3,0.0056,1.5544
Arriving,Choosing,3,0.0056,0.3984
Know,Choosing,3,0.0056,0.9709
Attack,Choosing,3,0.0056,0.0732
Communication,Choosing,3,0.0056,1.9108
Communication,Attack,3,0.0056,1.9108
Statement,Destroying,3,0.0056,1.5873
Sending,Warning,3,0.0056,1.1236
Departing,Creating,3,0.0056,1.2346
Cause_to_amalgamate,Creating,3,0.0056,2.3256
Terrorism,Coming_to_believe,3,0.0056,0.5263
Deciding,Change,3,0.0056,1.5544
Process_start,Connect,3,0.0056,0.2299
Request,Communication,3,0.0056,0.6565
Bodily_harm,Hindering,3,0.0056,0.9375
Hold,Expend_resource,3,0.0056,0.4894
Action,Check,3,0.0056,0.8086
Receiving,Commerce_buy,3,0.0056,3.1915
Kidnapping,Process_end,3,0.0056,1.6216
Kidnapping,Rescuing,3,0.0056,1.6216
Becoming,Request,3,0.0056,1.3216
Scrutiny,Check,3,0.0056,3.4091
Departing,Preventing_or_letting,3,0.0056,1.2346
Publishing,Hold,3,0.0056,2.6316
Emptying,Damaging,3,0.0056,7.5000
Know,Presence,3,0.0056,0.9709
Getting,Choosing,3,0.0056,0.8876
Judgment_communication,Releasing,3,0.0056,1.2195
Know,Releasing,3,0.0056,0.9709
Know,Expressing_publicly,3,0.0056,0.9709
Know,Communication,3,0.0056,0.9709
Choosing,Destroying,3,0.0056,1.0417
Come_together,Come_together,3,0.0056,1.3825
Escaping,Sending,3,0.0056,0.8696
Releasing,Rewards_and_punishments,3,0.0056,8.8235
Releasing,Sending,3,0.0056,8.8235
Arriving,Temporary_stay,3,0.0056,0.3984
Publishing,Cause_change_of_position_on_a_scale,3,0.0056,2.6316
Response,Action,3,0.0056,1.8987
Request,Dispersal,3,0.0056,0.6565
Expressing_publicly,Self_motion,3,0.0056,1.2195
Connect,Attack,3,0.0056,3.6585
Creating,Change_of_leadership,3,0.0056,0.5146
Statement,Check,3,0.0056,1.5873
Protest,Protest,3,0.0056,2.5210
Protest,Creating,3,0.0056,2.5210
Warning,Attack,3,0.0056,3.9474
Supporting,Receiving,3,0.0056,2.1739
Supporting,Process_end,3,0.0056,2.1739
Process_start,Name_conferral,3,0.0056,0.2299
Use_firearm,Response,3,0.0056,0.3947
Hostile_encounter,Temporary_stay,3,0.0056,0.0959
Submitting_documents,Preventing_or_letting,3,0.0056,13.6364
Change,Process_end,3,0.0056,1.2766
Process_end,Process_start,3,0.0056,1.0417
Change_event_time,Process_end,3,0.0056,4.2254
Supporting,Bodily_harm,3,0.0056,2.1739
Change,Motion_directional,3,0.0056,1.2766
Killing,Justifying,3,0.0056,0.3077
Deciding,Control,3,0.0056,1.5544
Change_event_time,Motion,3,0.0056,4.2254
Statement,Change,3,0.0056,1.5873
Hold,Traveling,3,0.0056,0.4894
Action,Perception_active,3,0.0056,0.8086
Testing,Expressing_publicly,3,0.0056,1.9737
Hold,Agree_or_refuse_to_act,3,0.0056,0.4894
Hold,Protest,3,0.0056,0.4894
Action,Agree_or_refuse_to_act,3,0.0056,0.8086
Coming_to_believe,Request,3,0.0056,6.1224
Request,Check,3,0.0056,0.6565
Giving,Know,3,0.0056,1.7857
Agree_or_refuse_to_act,Change_event_time,3,0.0056,1.1494
Competition,Damaging,3,0.0056,0.2015
Cause_change_of_position_on_a_scale,Change_of_leadership,3,0.0056,0.7712
Preventing_or_letting,Process_start,3,0.0056,1.1673
Filling,Motion,3,0.0056,6.5217
Conquering,Military_operation,3,0.0056,0.3911
Defending,Departing,3,0.0056,0.9288
Defending,Sending,3,0.0056,0.9288
Destroying,Research,3,0.0056,0.6356
Destroying,Choosing,3,0.0056,0.6356
Motion_directional,Change,3,0.0056,0.8451
Kidnapping,Death,3,0.0056,1.6216
Communication,Military_operation,3,0.0056,1.9108
Hindering,Cause_change_of_position_on_a_scale,3,0.0056,3.7500
Request,Expressing_publicly,3,0.0056,0.6565
Defending,Presence,3,0.0056,0.9288
Earnings_and_losses,Damaging,3,0.0056,0.9174
Killing,Conquering,3,0.0056,0.3077
Removing,Sending,3,0.0056,1.5707
Telling,Rewards_and_punishments,3,0.0056,6.3830
Process_start,Rewards_and_punishments,3,0.0056,0.2299
Social_event,Labeling,3,0.0056,0.2349
Perception_active,Reporting,3,0.0056,3.3708
Cause_to_make_progress,Process_start,3,0.0056,1.4151
Killing,Coming_to_be,3,0.0056,0.3077
Choosing,Use_firearm,3,0.0056,1.0417
Choosing,Hindering,3,0.0056,1.0417
Placing,Expressing_publicly,3,0.0056,1.2048
Judgment_communication,Check,3,0.0056,1.2195
Judgment_communication,Use_firearm,3,0.0056,1.2195
Choosing,Hiding_objects,3,0.0056,1.0417
Judgment_communication,Hiding_objects,3,0.0056,1.2195
Getting,Check,3,0.0056,0.8876
Judgment_communication,Creating,3,0.0056,1.2195
Choosing,Death,3,0.0056,1.0417
Request,Receiving,3,0.0056,0.6565
Arrest,Coming_to_be,3,0.0056,1.4085
Check,Coming_to_believe,3,0.0056,4.9180
Presence,Check,3,0.0056,0.5291
Statement,Know,3,0.0056,1.5873
Motion,Criminal_investigation,3,0.0056,0.2313
Carry_goods,Killing,3,0.0056,18.7500
Coming_to_be,Education_teaching,3,0.0056,0.0840
Creating,Manufacturing,3,0.0056,0.5146
Surrounding,Killing,3,0.0056,9.0909
Expansion,Cause_change_of_position_on_a_scale,3,0.0056,3.8961
Arranging,Agree_or_refuse_to_act,3,0.0056,0.3932
Conquering,Legality,3,0.0056,0.3911
Military_operation,Cause_change_of_position_on_a_scale,3,0.0056,0.3352
Earnings_and_losses,Giving,3,0.0056,0.9174
Violence,Escaping,3,0.0056,0.6897
Kidnapping,Placing,3,0.0056,1.6216
Giving,Getting,3,0.0056,1.7857
Bodily_harm,Hostile_encounter,3,0.0056,0.9375
